Location Code,Partner Code,Name,Type,Description,Phone Number,Fax Number,Delivery Point Id,Work Centre Id,Hatch Description,Address Line 1,Suburb,State,Postcode,Country Name,Country Code,Address Line 2,Lat,Lon,Distance
460293_PO,AP,RURAL VIEW LPO,PO,Post Office,13 13 18,(07)4954 8054,58529372,460293,NA,Northern Beaches Central Shopping Centre,RURAL VIEW,QLD,4740,Australia,AU,Shop 1004 10 Eimeo Road,-21.06522885,149.1597724,453.4159514
434108_PO,AP,CALEN LPO,PO,Post Office,(07) 4958 8280,(07)4958 8526,96734920,434108,NA,5381 Bruce Highway,CALEN,QLD,4798,Australia,AU,NA,-20.898894,148.773518,454.0784662
444680_PO,AP,SLADE POINT LPO,PO,Post Office,(07) 4955 1401,(07)4955 1401,59157905,444680,NA,Seagull Shopping Centre,SLADE POINT,QLD,4740,Australia,AU,Shop 11 1-5 Finch Street,-21.07928277,149.2147622,454.6122347
441711_PO,AP,MOUNT PERRY CPA,PO,Community Postal Agency,(07) 4156 3169,(07)4156 3406,28001487,441711,NA,78 Huesman Street,MOUNT PERRY,QLD,4671,Australia,AU,NA,-25.176139,151.641764,456.1292783
407783_PO,AP,JANDOWAE LPO,PO,Post Office,(07) 4668 5110,(07)4668 5110,33700533,407783,NA,31 George Street,JANDOWAE,QLD,4410,Australia,AU,NA,-26.780309,151.11115,459.5551149
446475_PO,AP,WINDORAH LPO,PO,Post Office,(07) 4656 3155,(07)4656 3055,82431504,446475,NA,8 Maryborough Street,WINDORAH,QLD,4481,Australia,AU,NA,-25.422232,142.656586,460.091899
413809_PO,AP,GAYNDAH LPO,PO,Post Office,(07) 4161 1511,(07)4161 1856,60543597,413809,NA,38 Capper Street,GAYNDAH,QLD,4625,Australia,AU,NA,-25.626031,151.610864,460.8028483
421219_PO,AP,TURKEY BEACH CPA,PO,Community Postal Agency,(07) 4974 2205,,32075243,421219,NA,65 Worthington Road,TURKEY BEACH,QLD,4678,Australia,AU,NA,-24.083735,151.650239,460.9151362
461456_PO,AP,SEAFORTH LPO,PO,Post Office,(07) 4959 0310,(07)4959 0734,80776772,461456,NA,34 Palm Avenue,SEAFORTH,QLD,4741,Australia,AU,NA,-20.899602,148.965005,461.5614525
440225_PO,AP,LOWMEAD CPA,PO,Community Postal Agency,13 13 18,,82707939,440225,NA,Lowmead Hotel,LOWMEAD,QLD,4676,Australia,AU,Lot 1 Lowmead Road,-24.52953856,151.7536864,465.8728961
424866_PO,AP,COLLINSVILLE LPO,PO,Post Office,(07) 4785 5347,(07)4785 6343,99112655,424866,NA,30 Conway Street,COLLINSVILLE,QLD,4804,Australia,AU,NA,-20.553286,147.846618,466.4614634
432671_PO,AP,BLOOMSBURY CPA,PO,Community Postal Agency,(07) 4947 5739,(07)4947 5720,26732541,432671,NA,Bruce Highway,BLOOMSBURY,QLD,4799,Australia,AU,NA,-20.70630228,148.5969813,468.070597
443522_PO,AP,PROSTON LPO,PO,Post Office,(07) 4168 9347,(07)4168 9347,39575282,443522,NA,50 Rodney Street,PROSTON,QLD,4613,Australia,AU,NA,-26.164172,151.601333,475.9650721
421016_PO,AP,MIDGE POINT CPA,PO,Community Postal Agency,(07) 4947 6086,,98573346,421016,NA,9 Conder Parade,MIDGE POINT,QLD,4799,Australia,AU,NA,-20.643562,148.69948,478.0995897
434124_PO,AP,ROSEDALE LCPO,PO,Post Office,(07) 4156 5100,(07)4146 1901,90050610,434124,NA,22 McPherson Street,ROSEDALE,QLD,4674,Australia,AU,NA,-24.629491,151.915709,481.7520536
427856_PO,AP,BAFFLE CREEK CPA,PO,Community Postal Agency,(07) 4156 6528,(07)4156 6529,39082125,427856,NA,Shop 2 244 Coast Road,BAFFLE CREEK,QLD,4674,Australia,AU,NA,-24.48226175,151.9085049,481.8399343
461894_PO,AP,SEVENTEEN SEVENTY CPA,PO,Community Postal Agency,(07) 4974 9219,(07)4974 9142,61625592,461894,NA,384 Captain Cook Drive,SEVENTEEN SEVENTY,QLD,4677,Australia,AU,NA,-24.182724,151.886833,483.02324
461819_PO,AP,AGNES WATER LPO,PO,Post Office,(07) 4974 9900,(07)4974 9965,86168092,461819,NA,Agnes Central Shopping Centre,AGNES WATER,QLD,4677,Australia,AU,Shop 1 2 Heights Entrance,-24.21364945,151.9015571,484.0518993
438272_PO,AP,HIVESVILLE CPA,PO,Community Postal Agency,(07) 4168 9919,(07)4168 9900,NA,438272,NA,John Jackson Motors,HIVESVILLE,QLD,4612,Australia,AU,25 Main Street,-26.178649,151.691286,484.981635
437405_PO,AP,GIN GIN LPO,PO,Post Office,(07) 4157 2147,(07)4157 3526,57833570,437405,NA,82 Mulgrave Street,GIN GIN,QLD,4671,Australia,AU,NA,-24.993148,151.960501,486.6293436
415150_PO,AP,WINTON LPO,PO,Post Office,(07) 4657 1547,(07)4657 0018,47216927,415150,NA,58 Elderslie Street,WINTON,QLD,4735,Australia,AU,NA,-22.390656,143.039191,491.5969973
432444_PO,AP,BELL LPO,PO,Post Office,13 13 18,(07)4663 1056,39705150,432444,NA,8 Ensor Street,BELL,QLD,4408,Australia,AU,NA,-26.932284,151.45038,497.1902996
443207_PO,AP,PENTLAND LPO,PO,Post Office,(07) 4788 1137,(07)4788 1137,73889763,443207,NA,24 Main Street,PENTLAND,QLD,4816,Australia,AU,NA,-20.522996,145.399833,497.9418205
429181_PO,AP,PROSERPINE LPO,PO,Post Office,(07) 4945 1047,(07)4945 1249,53426788,429181,NA,13 Main Street,PROSERPINE,QLD,4800,Australia,AU,NA,-20.401079,148.580917,499.9573824
432508_PO,AP,BIGGENDEN LPO,PO,Post Office,(07) 4127 1467,(07)4127 1467,33460905,432508,NA,25 George Street,BIGGENDEN,QLD,4621,Australia,AU,NA,-25.510337,152.045552,501.292015
461720_PO,AP,YANDARAN CPA,PO,Community Postal Agency,(07) 4156 1204,(07)4156 1204,97619562,461720,NA,Yandaran Store,YANDARAN,QLD,4673,Australia,AU,26 Main Street,-24.721619,152.113417,501.5036806
439574_PO,AP,KUMBIA CPA,PO,Community Postal Agency,(07) 4164 4375,(07)4164 4361,89768172,439574,NA,61 Bell Street,KUMBIA,QLD,4610,Australia,AU,NA,-26.689755,151.654831,502.9662214
420953_PO,AP,HERON ISLAND CPA,PO,Community Postal Agency,(07) 4972 9055,(07)4972 0244,NA,420953,NA,Heron Island Resort,HERON ISLAND,QLD,4680,Australia,AU,NA,-23.44189312,151.9139942,503.5120889
446678_PO,AP,WOOROOLIN LPO,PO,Post Office,(07) 4164 2280,(07)4164 2280,31658749,446678,NA,43 Alexander Street,WOOROOLIN,QLD,4608,Australia,AU,NA,-26.409875,151.815533,505.430568
460744_PO,AP,HOMESTEAD CPA,PO,Community Postal Agency,13 13 18,,76853181,460744,NA,34 Home Street,HOMESTEAD,QLD,4816,Australia,AU,NA,-20.362037,145.654884,506.1558243
446512_PO,AP,WONDAI LPO,PO,Post Office,(07) 4168 5337,(07)4168 5080,45551218,446512,NA,12 Mackenzie Street,WONDAI,QLD,4606,Australia,AU,NA,-26.317516,151.875722,507.4614233
415871_PO,AP,MURGON LPO,PO,Post Office,(07) 4168 1599,(07)4168 1599,52566383,415871,NA,52 Lamb Street,MURGON,QLD,4605,Australia,AU,NA,-26.242753,151.943132,511.075
461384_PO,AP,RAVENSWOOD LPO,PO,Post Office,(07) 4770 2136,(07)4770 2136,90715889,461384,NA,Lot 1 Macrossan Street,RAVENSWOOD,QLD,4816,Australia,AU,NA,-20.09971958,146.8889911,512.1452838
439347_PO,AP,KINGAROY POST SHOP,PO,Post Office,13 13 18,(07)4164 0402,57169945,439347,Adjacent to PO Boxes.  Boxes are held at the DC from 14:30 - 16:15.,Kingaroy Shopping World,KINGAROY,QLD,4610,Australia,AU,Shop 27 29-45 Alford Street,-26.5415869,151.836933,512.8634102
428453_PO,AP,CANNONVALE POST SHOP,PO,Post Office,13 13 18,(07)4946 5873,48030662,428453,Ring bell on hatch door next to PO Boxes,Reef Plaza,CANNONVALE,QLD,4802,Australia,AU,Shop 3a 16 Paluma Road,-20.28893412,148.676423,514.8185574
422297_PO,AP,AIRLIE BEACH LCPO,PO,Post Office,(04) 0972 5507,(07)4948 1500,69555267,422297,NA,Iga Jubilee Central,JUBILEE POCKET,QLD,4802,Australia,AU,1 Erromango Drive,-20.281841,148.7331,517.3719361
438096_PO,AP,HAMILTON ISLAND LPO,PO,Post Office,(07) 4946 9462,(07)4946 9462,77401095,438096,NA,Care PO,HAMILTON ISLAND,QLD,4803,Australia,AU,NA,-20.34651915,148.9524088,518.1468006
429798_PO,AP,MOORE PARK CPA,PO,Community Postal Agency,(07) 4159 8677,(07)4159 8512,61984552,429798,NA,Moore Park Service Station,MOORE PARK,QLD,4670,Australia,AU,120 Moore Park Road,-24.728565,152.284124,518.7439208
414190_PO,AP,CHILDERS LPO,PO,Post Office,(07) 4126 1360,(07)4126 2145,38247105,414190,NA,65 Churchill Street,CHILDERS,QLD,4660,Australia,AU,NA,-25.236143,152.278318,520.5507983
437632_PO,AP,GOOMERI LPO,PO,Post Office,(07) 4168 4075,(07)4168 4075,78555798,437632,NA,26 Boonara Street,GOOMERI,QLD,4601,Australia,AU,NA,-26.182294,152.069469,520.986184
434589_PO,AP,CHARTERS TOWERS POST SHOP,PO,Post Office,13 13 18,(07)4787 4013,92090351,434589,Please ring bell on hatch door in PO box area.,17 Gill Street,CHARTERS TOWERS,QLD,4820,Australia,AU,NA,-20.075803,146.257949,522.2388169
433658_PO,AP,BUNDABERG WEST LPO,PO,Post Office,(07) 4152 3949,(07)4151 1990,70969575,433658,NA,Sugarland Shopping Town,BUNDABERG,QLD,4670,Australia,AU,Shop 347 115-117 Takalvan Street,-24.88722044,152.3184889,522.3004792
430684_PO,AP,BUNDABERG NORTH LPO,PO,Post Office,(07) 4152 3945,(07)4152 9545,78341577,430684,NA,Shop 1 23-33 Queen Street,BUNDABERG,QLD,4670,Australia,AU,NA,-24.85547766,152.3440349,524.8141676
423636_PO,AP,HUGHENDEN LPO,PO,Post Office,(07) 4741 1647,(07)4741 0040,57805995,423636,NA,59 Brodie Street,HUGHENDEN,QLD,4821,Australia,AU,NA,-20.842265,144.200321,524.8562415
433578_PO,AP,BUNDABERG POST SHOP,PO,Post Office,13 13 18,(07)4151 6708,42989212,433578,Ring bell on hatch door.,157b Bourbong Street,BUNDABERG,QLD,4670,Australia,AU,NA,-24.865981,152.347927,525.2254988
433631_PO,AP,BUNDABERG SOUTH LPO,PO,Post Office,(07) 4152 3946,(07)4151 5651,86602623,433631,NA,Shop 4 54 Walker Street,BUNDABERG,QLD,4670,Australia,AU,NA,-24.87858645,152.3555978,526.0251563
436277_PO,AP,DINGO BEACH CPA,PO,Community Postal Agency,(04) 0895 3263,,61798993,436277,NA,1 Deicke Crescent,DINGO BEACH,QLD,4800,Australia,AU,NA,-20.142983,148.547106,526.5570888
420865_PO,AP,SELLHEIM CPA,PO,Community Postal Agency,(07) 4787 3587,,28017829,420865,NA,Flinders Highway,SELLHEIM,QLD,4816,Australia,AU,NA,-20.00722723,146.4141612,527.2078856
460277_PO,AP,BROOWEENA CPA,PO,Community Postal Agency,(07) 4129 9226,(07)4129 9226,56154115,460277,NA,3 Corfield Street,BROOWEENA,QLD,4620,Australia,AU,NA,-25.732395,152.268614,527.7772106
433586_PO,AP,BUNDABERG EAST LPO,PO,Post Office,13 13 18,(07)4152 9492,53425542,433586,NA,Shop 1 133 Bargara Road,BUNDABERG EAST,QLD,4670,Australia,AU,NA,-24.85276966,152.3805863,528.4993622
433818_PO,AP,BURNETT HEADS LPO,PO,Post Office,(07) 4159 4800,(07)4159 5234,63055876,433818,NA,35 Zunker Street,BURNETT HEADS,QLD,4670,Australia,AU,NA,-24.763278,152.40559,530.9835647
421008_PO,AP,MERINDA CPA,PO,Community Postal Agency,(07) 4785 2191,(07)4785 2191,41250856,421008,NA,19350 Bruce Highway,MERINDA,QLD,4805,Australia,AU,NA,-20.015554,148.16693,531.1775027
433156_PO,AP,BOWEN POST SHOP,PO,Post Office,13 13 18,(07)4786 3069,75636332,433156,Top of stairs in PO box suite.,46a Herbert Street,BOWEN,QLD,4805,Australia,AU,NA,-20.012178,148.246779,533.2212156
426669_PO,AP,NANANGO LPO,PO,Post Office,(07) 4163 2058,(07)4163 1397,95301932,426669,NA,28 Fitzroy Street,NANANGO,QLD,4615,Australia,AU,NA,-26.671668,152.000268,533.4609963
439320_PO,AP,KILKIVAN LPO,PO,Post Office,(07) 5484 1147,(07)5484 1147,72116843,439320,NA,27 Bligh Street,KILKIVAN,QLD,4600,Australia,AU,NA,-26.085816,152.238162,534.0737055
422545_PO,AP,BOWEN NORTH CPA,PO,Community Postal Agency,13 13 18,(07)4786 1359,91162857,422545,NA,Bowen Plaza Newsagency,BOWEN,QLD,4805,Australia,AU,Shop 9 16 Richmond Road,-20.00148629,148.2402131,534.2428724
460656_PO,AP,GUTHALUNGRA CPA,PO,Community Postal Agency,(07) 4784 8284,(07)4784 8131,NA,460656,NA,1 Bruce Highway,GUTHALUNGRA,QLD,4805,Australia,AU,NA,-19.92368008,147.8435818,535.781204
432268_PO,AP,BARGARA LPO,PO,Post Office,13 13 18,(07)4159 2280,87021118,432268,NA,Windmill Plaza,BARGARA,QLD,4670,Australia,AU,Shop 3 14 See Street,-24.81525535,152.4637451,536.8556135
446846_PO,AP,YARRAMAN LPO,PO,Post Office,(07) 4163 8147,(07)4163 8147,36597437,446846,NA,19 Toomey Street,YARRAMAN,QLD,4614,Australia,AU,NA,-26.841062,151.980678,539.4167418
421497_PO,AP,BUXTON CPA,PO,Community Postal Agency,(07) 4126 7183,(07)4126 7183,85603556,421497,NA,Buxton Store,BUXTON,QLD,4660,Australia,AU,5 Hume Street,-25.196402,152.539158,546.3058124
434802_PO,AP,CLAREDALE LPO,PO,Post Office,(07) 4782 7282,,69814310,434802,NA,18 George Road,CLARE,QLD,4807,Australia,AU,NA,-19.784271,147.228267,546.5950211
461667_PO,AP,WOODGATE LPO,PO,Post Office,(07) 4126 8801,(07)4126 8882,70499659,461667,NA,138 The Esplanade,WOODGATE,QLD,4660,Australia,AU,NA,-25.10265624,152.5604915,547.6963594
438408_PO,AP,HOWARD LPO,PO,Post Office,(07) 4129 4880,(07)4129 4880,42196124,438408,NA,85 William Street,HOWARD,QLD,4659,Australia,AU,NA,-25.318414,152.560919,549.7597456
420646_PO,AP,INKERMAN CPA,PO,Community Postal Agency,(07) 4782 0181,(07)4782 0050,63681489,420646,NA,Inkerman Centrepoint,INKERMAN,QLD,4806,Australia,AU,3 Wallace Road,-19.750688,147.4913,551.386895
432583_PO,AP,BLACKBUTT LPO,PO,Post Office,13 13 18,(07)4163 0483,87435322,432583,NA,47 Coulson Street,BLACKBUTT,QLD,4314,Australia,AU,NA,-26.88571392,152.1018729,552.4157707
460314_PO,AP,BURRUM HEADS LPO,PO,Post Office,(07) 4129 5180,(07)4129 5941,38045773,460314,NA,43 Burrum Street,BURRUM HEADS,QLD,4659,Australia,AU,NA,-25.184183,152.612908,553.5979624
460170_PO,AP,BENARKIN CPA,PO,Community Postal Agency,(07) 4163 0206,(07)4163 0206,79806331,460170,NA,Benarkin General Store,BENARKIN,QLD,4314,Australia,AU,5 Scott Street,-26.88754735,152.1363441,555.6020156
426423_PO,AP,WIDGEE CPA,PO,Community Postal Agency,(07) 5484 0355,,62569020,426423,NA,2226 Gympie Woolooga Road,WIDGEE,QLD,4570,Australia,AU,NA,-26.201948,152.438643,556.8840318
420523_PO,AP,CALCIUM CPA,PO,Community Postal Agency,(07) 4770 6144,(07)4725 4308,67473435,420523,NA,Calcium Roadhouse,CALCIUM,QLD,4816,Australia,AU,4545 Flinders Highway,-19.698448,146.840928,557.0038229
445456_PO,AP,TIARO LPO,PO,Post Office,(07) 4129 2138,,63934591,445456,NA,52 Mayne Street,TIARO,QLD,4650,Australia,AU,NA,-25.727006,152.583742,558.6545959
422131_PO,AP,HOME HILL LPO,PO,Post Office,(07) 4782 1002,(07)4782 2107,89270481,422131,NA,58 Eighth Avenue,HOME HILL,QLD,4806,Australia,AU,NA,-19.666599,147.415034,560.2915142
429878_PO,AP,TOOGOOM CPA,PO,Community Postal Agency,(07) 4128 0825,(07)4128 0810,55945337,429878,NA,Shop 1 6 Jeppesons Road,TOOGOOM,QLD,4655,Australia,AU,NA,-25.25621247,152.6906176,562.066369
437931_PO,AP,GUNALDA LPO,PO,Post Office,(07) 5484 6286,(07)5484 6138,32558842,437931,NA,41 Balkin Street,GUNALDA,QLD,4570,Australia,AU,NA,-25.994394,152.563537,562.9557515
445472_PO,AP,TINANA LPO,PO,Post Office,(07) 4121 4601,(07)4121 4602,68821465,445472,NA,Westside Village,TINANA,QLD,4650,Australia,AU,Shop 1 201 Gympie Road,-25.55542129,152.670168,564.0114348
440145_PO,AP,LINVILLE CPA,PO,Community Postal Agency,(07) 5424 7002,,39970494,440145,NA,Linville Store,LINVILLE,QLD,4314,Australia,AU,28 George Street,-26.84383574,152.2768661,566.2989751
443039_PO,AP,PALLAS STREET MARYBOROUGH LPO,PO,Post Office,(07) 4121 3131,(07)4122 3041,31029657,443039,NA,203 Pallas Street,MARYBOROUGH,QLD,4650,Australia,AU,NA,-25.524944,152.699551,566.4353855
440823_PO,AP,MARYBOROUGH POST SHOP,PO,Post Office,13 13 18,(07)4122 2035,93401240,440823,Please ring bell on hatch door in the PO box area,227 Bazaar Street,MARYBOROUGH,QLD,4650,Australia,AU,NA,-25.537532,152.704532,567.1311213
429157_PO,AP,CRAIGNISH CPA,PO,Community Postal Agency,(07) 4128 8139,(07)4128 8137,97865660,429157,NA,Craignish Village Pharmacy,CRAIGNISH,QLD,4655,Australia,AU,Shop 2 1-7 Karraschs Road,-25.28255105,152.7479644,568.0817694
461675_PO,AP,WOODSTOCK CPA,PO,Community Postal Agency,(07) 4778 8732,(07)4778 8732,65225419,461675,NA,3380 Flinders Highway,WOODSTOCK,QLD,4816,Australia,AU,NA,-19.594956,146.83682,568.5270426
441383_PO,AP,MOORE CPA,PO,Community Postal Agency,(07) 5424 7229,(07)5424 7233,59636631,441383,NA,7 Main Street South,MOORE,QLD,4314,Australia,AU,NA,-26.894541,152.290988,569.8774256
431759_PO,AP,AYR POST SHOP,PO,Post Office,13 13 18,(07)4783 1705,34361833,431759,From PO box hatch.,155 Queen Street,AYR,QLD,4807,Australia,AU,NA,-19.576163,147.404727,570.2932038
433236_PO,AP,BRANDON LPO,PO,Post Office,(07) 4782 5202,(07)4782 5042,78267349,433236,NA,59 Drysdale Street,BRANDON,QLD,4808,Australia,AU,NA,-19.554671,147.354281,572.4686711
437448_PO,AP,GIRU LPO,PO,Post Office,(07) 4784 4208,(07)4782 9993,84309773,437448,NA,14 Carey Street,GIRU,QLD,4809,Australia,AU,NA,-19.514476,147.104674,576.5786104
443274_PO,AP,HERVEY BAY POST SHOP,PO,Post Office,13 13 18,(07)4124 3428,76734732,443274,In the Box Lobby at the side of the office,Shop 1 15 Central Avenue,URRAWEEN,QLD,4655,Australia,AU,NA,-25.289224,152.833521,576.7199475
427784_PO,AP,SOUTHSIDE CPA,PO,Community Postal Agency,13 13 18,,42948572,427784,NA,48 Exhibition Road,SOUTHSIDE,QLD,4570,Australia,AU,NA,-26.198865,152.648117,576.8893949
429659_PO,AP,PIALBA CPA,PO,Community Postal Agency,(07) 4128 3523,(07)4128 3518,67495944,429659,NA,Pialba Place Shopping Centre,PIALBA,QLD,4655,Australia,AU,Shop 16 30 Main Street,-25.28326775,152.8400295,577.3103477
437974_PO,AP,GYMPIE POST SHOP,PO,Post Office,13 13 18,(07)5482 3498,94276616,437974,Ring bell on hatch door in the PO box lobby.,12 Mary Street,GYMPIE,QLD,4570,Australia,AU,NA,-26.19058775,152.6650307,578.270786
445712_PO,AP,TORQUAY LPO,PO,Post Office,(07) 4125 1101,(07)4125 5146,53959656,445712,NA,414 Esplanade,TORQUAY,QLD,4655,Australia,AU,NA,-25.284774,152.86849,580.1766288
445923_PO,AP,URANGAN LPO,PO,Post Office,(07) 4128 9280,(07)4125 6819,77996512,445923,NA,Urangan Central Shopping Centre,URANGAN,QLD,4655,Australia,AU,Shop 10 119 Elizabeth Street,-25.29258605,152.8931307,582.7248717
421411_PO,AP,DAGUN CPA,PO,Community Postal Agency,(04) 5922 5399,(07)5484 3576,70637118,421411,NA,Dagun Railway Station,DAGUN,QLD,4570,Australia,AU,45 Dagun Road,-26.321978,152.675886,583.3825266
459997_PO,AP,AMAMOOR LPO,PO,Post Office,(07) 5484 3488,(07)5484 3483,64597104,459997,NA,4 Busby Street,AMAMOOR,QLD,4570,Australia,AU,NA,-26.343858,152.673088,583.826293
439152_PO,AP,KANDANGA LPO,PO,Post Office,(07) 5484 3203,(07)5484 3203,76019916,439152,NA,45 Main Street,KANDANGA,QLD,4570,Australia,AU,NA,-26.387225,152.67647,585.5814344
429712_PO,AP,GOOMBOORIAN CPA,PO,Community Postal Agency,(07) 5486 5285,,47689692,429712,NA,1702 Tin Can Bay Road,GOOMBOORIAN,QLD,4570,Australia,AU,NA,-26.074257,152.782241,586.305042
445587_PO,AP,TOOGOOLAWAH LPO,PO,Post Office,(07) 5423 1147,(07)5423 1147,58922209,445587,NA,24 Abbotsford Street,TOOGOOLAWAH,QLD,4313,Australia,AU,NA,-27.087849,152.375267,586.5468399
429843_PO,AP,RIVER HEADS CPA,PO,Community Postal Agency,(07) 4125 8111,(07)4125 8120,94242613,429843,NA,Shop 1 54 Ariadne Street,RIVER HEADS,QLD,4655,Australia,AU,NA,-25.42234296,152.9167836,586.5972045
438512_PO,AP,IMBIL LPO,PO,Post Office,(07) 5484 5107,(07)5484 5309,38768059,438512,NA,109 Yabba Road,IMBIL,QLD,4570,Australia,AU,NA,-26.459095,152.676266,588.0198076
407214_PO,AP,RASMUSSEN LPO,PO,Post Office,13 13 18,(07)4789 1062,98458414,407214,NA,1225 Riverway Drive,RASMUSSEN,QLD,4815,Australia,AU,NA,-19.363637,146.731444,594.920066
407425_PO,AP,KILCOY LPO,PO,Post Office,(07) 5497 1007,(07)5497 1007,31710595,407425,NA,14 Kennedy Street,KILCOY,QLD,4515,Australia,AU,NA,-26.941665,152.56443,596.7970276
424305_PO,AP,KINGFISHER BAY RESORT CPA,PO,Community Postal Agency,(07) 4120 3333,(07)4127 9333,NA,424305,NA,Kingfisher Bay Resort & Village,FRASER ISLAND,QLD,4655,Australia,AU,Northwhite Cliffs,-25.3925788,153.030808,597.6121034
460373_PO,AP,COORAN LPO,PO,Post Office,(07) 5485 1411,(07)5485 1411,46045042,460373,NA,12 King Street,COORAN,QLD,4569,Australia,AU,NA,-26.334948,152.822128,597.7646933
439216_PO,AP,KENILWORTH LPO,PO,Post Office,(07) 5446 0247,(07)5446 0247,35969395,439216,NA,16a Elizabeth Street,KENILWORTH,QLD,4574,Australia,AU,NA,-26.595348,152.727797,597.774479
407492_PO,AP,ESK LPO,PO,Post Office,(07) 5424 1147,(07)5424 2355,93088478,407492,NA,97 Ipswich Street,ESK,QLD,4312,Australia,AU,NA,-27.239825,152.42195,598.2111293
438862_PO,AP,JAMES COOK UNIVERSITY LPO,PO,Post Office,(07) 4779 9392,(07)4728 6035,98370248,438862,NA,150 Angus Smith Drive,DOUGLAS,QLD,4814,Australia,AU,NA,-19.32804744,146.7565383,598.6906868
445771_PO,AP,TOWNSVILLE MILPO,PO,Post Office,(07) 4411 7582,(07)4725 6233,69593811,445771,NA,50-354 Lavarack Barracks,MURRAY,QLD,4814,Australia,AU,NA,-19.31904777,146.7923817,599.4504014
426765_PO,AP,DOUGLAS CPA,PO,Community Postal Agency,(07) 4728 1088,(07)4728 1088,56871475,426765,NA,Medi-Link Retail,DOUGLAS,QLD,4814,Australia,AU,Shop 4 100 Angus Smith Drive,-19.32059875,146.762191,599.4783634
407273_PO,AP,IDALIA LPO,PO,Post Office,13 13 18,(07)4778 1277,74356097,407273,NA,Fairfield Central Shopping Centre,IDALIA,QLD,4811,Australia,AU,Shop 25 2-30 Lakeside Drive,-19.315579,146.817352,599.6823628
426773_PO,AP,ANNANDALE CPA,PO,Community Postal Agency,(07) 4779 2596,(07)4779 2946,70008539,426773,NA,Annandale Central Shopping Centre,ANNANDALE,QLD,4814,Australia,AU,Shop 5 67-73 Macarthur Drive,-19.31640431,146.7907282,599.7545336
439486_PO,AP,THURINGOWA CENTRAL POST SHOP,PO,Post Office,13 13 18,(07)4723 7027,60454044,439486,Mon - Fri: Please collect from PO box hatch. Sat: Available from PO counter.,Willows Shopping Centre,THURINGOWA CENTRAL,QLD,4817,Australia,AU,Shop 142&143 Hervey Range Road,-19.31599312,146.7262669,600.2487059
460867_PO,AP,KIN KIN CPA,PO,Community Postal Agency,(07) 5485 4177,(07)5485 4177,48382130,460867,NA,Kin Kin General Store,KIN KIN,QLD,4571,Australia,AU,56 Main Street,-26.263864,152.87513,600.6545857
421737_PO,AP,KIRWAN LPO,PO,Post Office,13 13 18,(07)4723 6513,75398227,421737,NA,Parkside Plaza,KIRWAN,QLD,4817,Australia,AU,Shop 7 148 Bamford Lane,-19.30387735,146.7416597,601.4798271
442642_PO,AP,OONOONBA LPO,PO,Post Office,(07) 4729 0651,(07)4729 0651,70649035,442642,NA,56 Abbott Street,OONOONBA,QLD,4811,Australia,AU,NA,-19.29931385,146.8185116,601.4824484
443418_PO,AP,POMONA LPO,PO,Post Office,(07) 5485 1280,(07)5485 0002,71950412,443418,NA,11 Memorial Avenue,POMONA,QLD,4568,Australia,AU,NA,-26.365453,152.85355,601.7371736
425244_PO,AP,CONONDALE CPA,PO,Community Postal Agency,(07) 5494 4636,(07)5494 4591,47473424,425244,NA,1711 Maleny-Keniworth Road,CONONDALE,QLD,4552,Australia,AU,NA,-26.730048,152.717515,601.9774197
406633_PO,AP,AITKENVALE POST OFFICE,PO,Post Office,13 13 18,(07)4779 5017,88483385,406633,From the hatch door in the PO box lobby.,Shop 30b 339-355 Ross River Road,CRANBROOK,QLD,4814,Australia,AU,NA,-19.297188,146.760492,602.0893164
407206_PO,AP,HERMIT PARK LPO,PO,Post Office,13 13 18,(07)4725 1409,52101597,407206,NA,234 Charters Towers Road,HERMIT PARK,QLD,4812,Australia,AU,NA,-19.286405,146.79773,603.0422655
437894_PO,AP,VINCENT LPO,PO,Post Office,13 13 18,(07)4725 3390,43151145,437894,NA,Vincent Shopping Centre,VINCENT,QLD,4814,Australia,AU,Shop 2 249 Fulham Road,-19.287227,146.76188,603.1857206
444197_PO,AP,RICHMOND LPO,PO,Post Office,(07) 4741 3347,(07)4741 3756,48965520,444197,NA,57 Goldring Street,RICHMOND,QLD,4822,Australia,AU,NA,-20.729081,143.141896,603.3715532
433834_PO,AP,SOMERSET DAM CPA,PO,Community Postal Agency,(07) 5426 0006,,72716236,433834,NA,The Dam Shed,SOMERSET DAM,QLD,4312,Australia,AU,2 Guldbransen Street,-27.119882,152.549913,603.6867251
445480_PO,AP,TIN CAN BAY LPO,PO,Post Office,(07) 5486 2279,(07)5486 2891,47778057,445480,NA,Shop 1 69 Gympie Road,TIN CAN BAY,QLD,4580,Australia,AU,NA,-25.91668674,153.0038036,604.0195486
437210_PO,AP,GARBUTT POST SHOP,PO,Post Office,13 13 18,(07)4779 1199,40779177,437210,PO box lobby.,Domain Central Building G,GARBUTT,QLD,4814,Australia,AU,Shop 8 103 Duckworth Street,-19.2757881,146.7578499,604.4835302
406852_PO,AP,HYDE PARK POST OFFICE,PO,Post Office,13 13 18,(07)4724 1420,36935023,406852,"Woolcock St entrance to Shopping Centre, near PO boxes.",Castletown Shopping Centre,HYDE PARK,QLD,4812,Australia,AU,Shop 102 35 Kings Road,-19.27194251,146.7906388,604.693168
